Figure_23_Skel,Figure_23_Skel,Same,Same,0.8859999999999999,0.8213333333333332
Figure_23_Skel,Figure_23_Bulge,Same,Diff,0.8966666666666667,0.01
Figure_23_Skel,Figure_31_Skel,Diff,Same,0.8906666666666666,0.03733333333333333
Figure_23_Skel,Figure_31_Bulge,Diff,Diff,0.892,0.0
Figure_23_Skel,Figure_266_Skel,Diff,Same,0.8946666666666667,0.298
Figure_23_Skel,Figure_266_Bulge,Diff,Diff,0.8946666666666667,0.0
Figure_23_Bulge,Figure_23_Skel,Same,Diff,0.8886666666666668,0.003333333333333333
Figure_23_Bulge,Figure_23_Bulge,Same,Same,0.89,0.8539999999999999
Figure_23_Bulge,Figure_31_Skel,Diff,Diff,0.8939999999999999,0.0
Figure_23_Bulge,Figure_31_Bulge,Diff,Same,0.9,0.0
Figure_23_Bulge,Figure_266_Skel,Diff,Diff,0.8960000000000001,0.0
Figure_23_Bulge,Figure_266_Bulge,Diff,Same,0.9000000000000001,0.014666666666666666
Figure_31_Skel,Figure_23_Skel,Diff,Same,0.8993333333333332,0.0
Figure_31_Skel,Figure_23_Bulge,Diff,Diff,0.892,0.0
Figure_31_Skel,Figure_31_Skel,Same,Same,0.8939999999999999,0.8540000000000001
Figure_31_Skel,Figure_31_Bulge,Same,Diff,0.8933333333333332,0.0
Figure_31_Skel,Figure_266_Skel,Diff,Same,0.8939999999999999,0.002666666666666667
Figure_31_Skel,Figure_266_Bulge,Diff,Diff,0.8939999999999999,0.0
Figure_31_Bulge,Figure_23_Skel,Diff,Diff,0.8886666666666667,0.0
Figure_31_Bulge,Figure_23_Bulge,Diff,Same,0.898,0.0
Figure_31_Bulge,Figure_31_Skel,Same,Diff,0.8926666666666667,0.0
Figure_31_Bulge,Figure_31_Bulge,Same,Same,0.8933333333333335,0.8473333333333333
Figure_31_Bulge,Figure_266_Skel,Diff,Diff,0.898,0.0
Figure_31_Bulge,Figure_266_Bulge,Diff,Same,0.8960000000000001,0.0013333333333333335
Figure_266_Skel,Figure_23_Skel,Diff,Same,0.8953333333333333,0.0
Figure_266_Skel,Figure_23_Bulge,Diff,Diff,0.8959999999999999,0.0
Figure_266_Skel,Figure_31_Skel,Diff,Same,0.8973333333333333,0.005333333333333334
Figure_266_Skel,Figure_31_Bulge,Diff,Diff,0.8966666666666665,0.0
Figure_266_Skel,Figure_266_Skel,Same,Same,0.898,0.8466666666666667
Figure_266_Skel,Figure_266_Bulge,Same,Diff,0.8920000000000001,0.0
Figure_266_Bulge,Figure_23_Skel,Diff,Diff,0.8966666666666667,0.0
Figure_266_Bulge,Figure_23_Bulge,Diff,Same,0.8893333333333334,0.0
Figure_266_Bulge,Figure_31_Skel,Diff,Diff,0.8933333333333333,0.0
Figure_266_Bulge,Figure_31_Bulge,Diff,Same,0.8846666666666667,0.006
Figure_266_Bulge,Figure_266_Skel,Same,Diff,0.8900000000000002,0.0
Figure_266_Bulge,Figure_266_Bulge,Same,Same,0.8880000000000001,0.8126666666666665
